"subjects"	"S"	"prime"	"R"	"rt"
"1"	"female"	"moustache"	"male"	0.360623680607115
"1"	"male"	"nose"	"male"	0.436170115843498
"1"	"male"	"nose"	"male"	0.225861613641003
"1"	"female"	"moustache"	"female"	0.3004017442141
"1"	"female"	"nose"	"female"	0.463123682802115
"1"	"male"	"moustache"	"male"	0.355701122024537
"1"	"female"	"nose"	"female"	0.257389445410002
"1"	"male"	"nose"	"female"	0.312794252475748
"1"	"male"	"nose"	"male"	0.299011497639835
"1"	"male"	"nose"	"female"	0.318885848803856
"1"	"female"	"nose"	"male"	0.547159908594844
"1"	"female"	"moustache"	"female"	0.780326830324354
"1"	"male"	"moustache"	"male"	0.962129693090022
"1"	"female"	"nose"	"female"	0.279669700140682
"1"	"male"	"moustache"	"female"	0.231957258117584
"1"	"female"	"moustache"	"male"	0.257171329835947
"1"	"male"	"nose"	"male"	0.252605629728982
"1"	"female"	"moustache"	"female"	0.61297153871032
"1"	"female"	"moustache"	"male"	0.330270954655925
"1"	"male"	"moustache"	"male"	0.246172085741831
"1"	"male"	"moustache"	"female"	0.346916611683739
"1"	"male"	"nose"	"female"	0.622173059668598
"1"	"male"	"nose"	"male"	0.253870921556777
"1"	"female"	"moustache"	"female"	0.365643679399942
"1"	"male"	"nose"	"male"	1.03223794352349
"1"	"female"	"moustache"	"female"	0.351641011780526
"1"	"male"	"nose"	"female"	0.460383541054022
"1"	"male"	"nose"	"male"	0.322059410441628
"1"	"male"	"moustache"	"male"	0.252934063621342
"1"	"male"	"moustache"	"male"	0.294711545594598
"1"	"female"	"nose"	"female"	0.281711427731378
"1"	"female"	"nose"	"female"	0.401388989758173
"1"	"male"	"moustache"	"female"	0.381754341486532
"1"	"male"	"moustache"	"male"	0.36945924359791
"1"	"male"	"nose"	"female"	0.467592744055751
"1"	"male"	"nose"	"male"	0.265109806333861
"1"	"male"	"moustache"	"male"	0.261560410419672
"1"	"female"	"nose"	"male"	0.247753077069587
"1"	"male"	"nose"	"male"	0.36344655208593
"1"	"female"	"nose"	"female"	0.261649986042109
"1"	"female"	"moustache"	"female"	0.371455477858854
"1"	"male"	"moustache"	"male"	0.375034541380473
"1"	"female"	"nose"	"male"	0.322829630223691
"1"	"male"	"nose"	"female"	0.28378699126231
"1"	"male"	"moustache"	"male"	0.4475588041663
"1"	"female"	"moustache"	"male"	0.29940360771549
"1"	"male"	"nose"	"male"	0.35150323610172
"1"	"male"	"moustache"	"male"	0.56756368736367
"1"	"female"	"nose"	"male"	0.294020774691527
"1"	"male"	"nose"	"male"	0.807306235473813
"1"	"male"	"nose"	"female"	0.619722980314895
"1"	"male"	"nose"	"male"	0.396190198280658
"1"	"male"	"moustache"	"male"	0.265933172843203
"1"	"female"	"nose"	"female"	0.350719873875006
"1"	"male"	"nose"	"male"	0.244048456195541
"1"	"male"	"nose"	"male"	0.292488863254579
"1"	"male"	"moustache"	"male"	0.381912964463357
"1"	"male"	"moustache"	"male"	0.271471025121763
"1"	"male"	"moustache"	"male"	0.414410906403483
"1"	"male"	"nose"	"male"	0.274265944235768
"1"	"male"	"nose"	"male"	0.519579899194933
"1"	"male"	"nose"	"male"	0.62596186640086
"1"	"female"	"moustache"	"female"	0.250879355650341
"1"	"female"	"nose"	"male"	0.381776938674514
"1"	"male"	"nose"	"male"	0.407207508095915
"1"	"male"	"nose"	"female"	0.386514048510189
"1"	"female"	"moustache"	"female"	0.32283014904374
"1"	"male"	"moustache"	"female"	0.386488712651856
"1"	"female"	"moustache"	"male"	0.249489412611664
"1"	"male"	"nose"	"male"	0.260430778827014
"1"	"male"	"nose"	"male"	0.346584503526071
"1"	"female"	"moustache"	"male"	0.466647751612477
"1"	"female"	"nose"	"female"	0.50753526941103
"1"	"female"	"nose"	"male"	0.49621490667626
"1"	"female"	"nose"	"female"	0.524529144214752
"1"	"female"	"moustache"	"male"	0.421609331004136
"1"	"male"	"nose"	"male"	0.268733773083381
"1"	"male"	"nose"	"male"	0.33320331345248
"1"	"male"	"moustache"	"female"	0.311047560531723
"1"	"male"	"moustache"	"male"	0.248654778994798
"1"	"female"	"moustache"	"female"	0.504775816891024
"1"	"female"	"nose"	"female"	0.25069432624113
"1"	"male"	"nose"	"male"	0.49759761888262
"1"	"male"	"moustache"	"male"	0.404047352031527
"1"	"male"	"moustache"	"male"	0.245688418663278
"1"	"female"	"nose"	"female"	0.464826140085167
"1"	"female"	"nose"	"female"	0.511764102428293
"1"	"male"	"moustache"	"female"	0.27819246137015
"1"	"female"	"nose"	"female"	0.260877845280777
"1"	"male"	"moustache"	"male"	0.237940198132097
"1"	"male"	"nose"	"male"	0.364186543387606
"1"	"male"	"moustache"	"female"	0.572441447620022
"1"	"male"	"nose"	"male"	0.271563231486054
"1"	"female"	"moustache"	"male"	0.360627694392443
"1"	"female"	"moustache"	"female"	0.460799217017269
"1"	"male"	"nose"	"male"	0.935631617878358
"1"	"female"	"nose"	"male"	0.569410559460272
"1"	"male"	"nose"	"male"	0.35458861508278
"1"	"female"	"moustache"	"male"	0.277986224745258
"1"	"male"	"nose"	"female"	0.317344750909456
"1"	"male"	"moustache"	"male"	0.386234551336752
"1"	"female"	"nose"	"female"	0.279139175764032
"1"	"male"	"moustache"	"female"	0.429220747268313
"1"	"female"	"nose"	"male"	0.356400736164089
"1"	"male"	"nose"	"male"	0.298240544490534
"1"	"male"	"nose"	"male"	0.401194951771023
"1"	"female"	"nose"	"female"	0.443833014517298
"1"	"female"	"moustache"	"female"	0.446579286256226
"1"	"female"	"moustache"	"female"	0.277782461623979
"1"	"female"	"nose"	"male"	0.413124483523152
"1"	"male"	"moustache"	"female"	0.231306886524464
"1"	"male"	"moustache"	"female"	0.306968439133866
"1"	"male"	"moustache"	"male"	0.249228249574235
"1"	"male"	"nose"	"male"	0.437890861042901
"1"	"female"	"moustache"	"female"	0.312395719152995
"1"	"female"	"nose"	"male"	0.858663130469656
"1"	"male"	"moustache"	"male"	0.610058634198087
"1"	"female"	"nose"	"female"	0.307927204732094
"1"	"female"	"nose"	"female"	0.318822344794392
"1"	"female"	"moustache"	"male"	0.746572432782212
"1"	"female"	"nose"	"male"	0.712439521229616
"1"	"male"	"moustache"	"male"	0.315204274457085
"1"	"female"	"nose"	"female"	0.426954745006739
"1"	"male"	"moustache"	"male"	0.457761623029027
"1"	"female"	"nose"	"female"	0.718667040155041
"1"	"male"	"nose"	"male"	0.47747220175827
"1"	"male"	"moustache"	"male"	0.532833045529077
"1"	"female"	"moustache"	"male"	0.471648278864087
"1"	"male"	"moustache"	"male"	0.374256251167873
"1"	"male"	"nose"	"male"	0.335468677053008
"1"	"female"	"moustache"	"male"	0.293206436306918
"1"	"female"	"nose"	"female"	0.312352414106427
"1"	"female"	"nose"	"female"	0.351272528591737
"1"	"female"	"moustache"	"female"	0.742499739127108
"1"	"female"	"nose"	"male"	0.36651339491916
"1"	"female"	"moustache"	"male"	0.712700684204176
"1"	"male"	"nose"	"male"	0.332102244001709
"1"	"male"	"nose"	"female"	0.262098182505093
"1"	"female"	"moustache"	"female"	0.455573397094461
"1"	"female"	"moustache"	"female"	0.430719272657522
"1"	"female"	"nose"	"female"	0.384542771712605
"1"	"male"	"moustache"	"female"	0.513346830058309
"1"	"male"	"nose"	"male"	0.42022264750821
"1"	"female"	"nose"	"male"	0.268461736813118
"1"	"female"	"nose"	"female"	0.474725716297687
"1"	"female"	"nose"	"female"	0.307218042897574
"1"	"male"	"moustache"	"male"	0.381690375343614
"1"	"male"	"nose"	"female"	0.376881062481695
"1"	"female"	"moustache"	"female"	0.580402954237933
"1"	"male"	"moustache"	"male"	0.239853305266086
"1"	"male"	"nose"	"male"	0.461562456234612
"1"	"male"	"nose"	"male"	0.334439871481329
"1"	"female"	"nose"	"female"	0.284791773839465
"1"	"female"	"moustache"	"female"	0.376443847684173
"1"	"female"	"nose"	"female"	0.275994632486921
"1"	"female"	"nose"	"female"	0.253218737032634
"1"	"female"	"moustache"	"female"	0.295873448106891
"1"	"male"	"nose"	"female"	0.531919169746627
"1"	"male"	"nose"	"male"	0.359498987521471
"1"	"male"	"moustache"	"female"	0.271386907205973
"1"	"male"	"moustache"	"male"	0.409397480160428
"1"	"male"	"nose"	"female"	0.359511823979212
"1"	"male"	"moustache"	"male"	0.427256937054763
"1"	"male"	"nose"	"male"	0.394646536553403
"1"	"male"	"moustache"	"female"	0.407966551555805
"1"	"male"	"moustache"	"female"	0.297364621249649
"1"	"male"	"moustache"	"male"	0.441548685132157
"1"	"female"	"moustache"	"female"	0.420509116788157
"1"	"male"	"nose"	"male"	0.362776284472764
"1"	"male"	"moustache"	"female"	0.479328957228249
"1"	"male"	"moustache"	"female"	0.259367965240781
"1"	"male"	"moustache"	"male"	0.535185268139268
"1"	"female"	"nose"	"male"	0.539169732569098
"1"	"male"	"moustache"	"male"	0.245741526453557
"1"	"male"	"nose"	"male"	0.261812684561927
"1"	"female"	"moustache"	"male"	0.439144703856017
"1"	"female"	"moustache"	"male"	0.636060395123312
"1"	"female"	"nose"	"male"	0.239730498435101
"1"	"male"	"moustache"	"female"	0.540856699976749
"1"	"female"	"moustache"	"female"	0.376922398465574
"1"	"male"	"nose"	"male"	0.292854417100354
"1"	"male"	"nose"	"male"	0.32149964365045
"1"	"male"	"moustache"	"male"	0.562300874132637
"1"	"female"	"moustache"	"female"	0.571718623091016
"1"	"female"	"nose"	"female"	0.330613575092871
"1"	"female"	"moustache"	"female"	0.264044412220368
"1"	"male"	"moustache"	"male"	0.303234492468874
"1"	"female"	"moustache"	"female"	0.301624995403111
"1"	"female"	"nose"	"male"	0.307994535715483
"1"	"male"	"nose"	"male"	0.26163835679071
"1"	"female"	"nose"	"female"	0.299341887731513
"1"	"male"	"nose"	"male"	0.39647199830575
"1"	"female"	"nose"	"male"	0.267368080030791
"1"	"female"	"moustache"	"female"	0.345678840747081
"1"	"male"	"nose"	"female"	0.320349478465469
"1"	"female"	"nose"	"male"	0.557601838928788
"1"	"female"	"moustache"	"male"	0.595826082668731
"1"	"female"	"moustache"	"male"	0.243594782900447
"1"	"male"	"moustache"	"male"	0.277456688412041
"1"	"male"	"nose"	"female"	0.500903548017203
"1"	"male"	"nose"	"male"	0.497723792601111
"1"	"male"	"nose"	"female"	0.426958426714687
"1"	"male"	"nose"	"male"	0.530977490664381
"1"	"female"	"moustache"	"female"	0.991716072566898
"1"	"female"	"moustache"	"female"	0.246377776113866
"1"	"female"	"moustache"	"female"	0.36392621746559
"1"	"female"	"nose"	"female"	0.423365925070533
"1"	"female"	"nose"	"female"	0.491301330450872
"1"	"male"	"nose"	"female"	0.512937162075257
"1"	"male"	"nose"	"male"	0.281973216119998
"1"	"female"	"nose"	"male"	0.892749970082815
"1"	"male"	"moustache"	"male"	0.246645292077268
"1"	"female"	"moustache"	"male"	0.371039151093736
"1"	"male"	"moustache"	"male"	0.283965287191437
"1"	"male"	"moustache"	"male"	0.343832812471127
"1"	"male"	"nose"	"male"	0.336535012364206
"1"	"female"	"moustache"	"female"	0.250954243457749
"1"	"male"	"moustache"	"female"	0.631190110398654
"1"	"male"	"moustache"	"male"	0.230144075255132
"1"	"male"	"moustache"	"female"	0.292475983318494
"1"	"female"	"moustache"	"female"	0.316957361621866
"1"	"female"	"nose"	"male"	0.310304620344646
"1"	"male"	"nose"	"male"	0.268686125416537
"1"	"female"	"moustache"	"female"	0.271654081132057
"1"	"female"	"nose"	"male"	0.354885706027075
"1"	"male"	"nose"	"male"	0.824133230285704
"1"	"male"	"moustache"	"female"	0.339676038820587
"1"	"male"	"moustache"	"female"	0.296918673058017
"1"	"male"	"nose"	"male"	0.273029345928582
"1"	"female"	"moustache"	"male"	0.261764496611759
"1"	"male"	"nose"	"female"	0.698145010702721
"1"	"male"	"nose"	"male"	0.370030619348863
"1"	"female"	"nose"	"male"	0.366616034233253
"1"	"female"	"moustache"	"female"	0.784338646195715
"1"	"male"	"nose"	"male"	0.5086620086872
"1"	"male"	"moustache"	"female"	0.436647753042529
"1"	"female"	"nose"	"female"	0.303273340445782
"1"	"male"	"moustache"	"male"	0.329817176950727
"1"	"female"	"nose"	"female"	0.321966388831181
"1"	"female"	"nose"	"male"	0.527435076618975
"1"	"female"	"nose"	"female"	0.439990973300541
"1"	"female"	"moustache"	"female"	0.349308269285452
"1"	"female"	"moustache"	"male"	0.291797308542024
"1"	"female"	"nose"	"male"	0.231107960815946
"1"	"female"	"moustache"	"female"	0.274504416306534
"1"	"male"	"nose"	"male"	0.409551770294293
"1"	"male"	"nose"	"female"	0.635081067297343
"1"	"male"	"moustache"	"male"	0.300811275098908
"1"	"male"	"moustache"	"male"	0.513792415077905
"1"	"female"	"moustache"	"female"	0.574992980812141
"1"	"male"	"nose"	"male"	0.520842941414221
"1"	"female"	"moustache"	"female"	0.394781803374083
"1"	"male"	"moustache"	"male"	0.274761787030798
"1"	"male"	"moustache"	"male"	0.708229168002726
"1"	"female"	"moustache"	"female"	0.29481207342418
"1"	"male"	"nose"	"female"	0.352999911833915
"1"	"female"	"nose"	"female"	0.711707330205024
"1"	"male"	"nose"	"female"	0.513142469194613
"1"	"female"	"nose"	"female"	0.550837907221877
"1"	"female"	"nose"	"female"	0.65158527990949
"1"	"male"	"moustache"	"male"	0.459258699321229
"1"	"female"	"nose"	"female"	0.416977998006712
"1"	"female"	"moustache"	"female"	0.274400951374427
"1"	"male"	"moustache"	"female"	0.305063954792348
"1"	"male"	"nose"	"male"	0.580516815426982
"1"	"male"	"nose"	"male"	0.34961648932342
"1"	"male"	"moustache"	"female"	0.356355202419291
"1"	"male"	"moustache"	"female"	0.373458978577707
"1"	"female"	"moustache"	"male"	0.822566347427182
"1"	"male"	"moustache"	"female"	0.401466679865626
"1"	"female"	"nose"	"male"	0.406338878763241
"1"	"female"	"nose"	"female"	0.698640705352825
"1"	"male"	"nose"	"female"	0.684887556137095
"1"	"female"	"nose"	"female"	0.371964762721292
"1"	"female"	"moustache"	"male"	0.303102248566584
"1"	"female"	"nose"	"female"	0.530140055002975
"1"	"female"	"nose"	"female"	0.385310310460951
"1"	"female"	"moustache"	"male"	0.312226754929201
"1"	"female"	"nose"	"male"	0.293078223580117
"1"	"male"	"nose"	"male"	0.698731596051253
"1"	"male"	"nose"	"male"	0.39707759105736
"1"	"male"	"nose"	"female"	0.338425389085544
"1"	"male"	"moustache"	"male"	0.330153991611121
"1"	"male"	"nose"	"male"	0.494824205018268
"1"	"female"	"nose"	"male"	0.41099809981652
"1"	"female"	"moustache"	"female"	0.354567304633167
"1"	"female"	"moustache"	"male"	0.713396069371652
"1"	"female"	"moustache"	"male"	0.481882126110192
"1"	"female"	"moustache"	"male"	0.332815886516285
"1"	"female"	"nose"	"male"	0.279968749695822
"1"	"female"	"nose"	"female"	0.277385971470557
"1"	"female"	"moustache"	"male"	0.323012898354674
"1"	"female"	"moustache"	"male"	0.277181606312842
"1"	"male"	"moustache"	"male"	0.401089270067977
"1"	"female"	"moustache"	"female"	0.34676916456647
"1"	"female"	"moustache"	"male"	0.27070513796307
"1"	"female"	"nose"	"male"	0.394372397132542
"1"	"female"	"nose"	"female"	0.303702475048213
"1"	"female"	"nose"	"male"	0.535534949019387
"1"	"female"	"moustache"	"female"	0.443241958226604
"1"	"male"	"moustache"	"female"	0.29662654250177
"1"	"female"	"moustache"	"male"	0.309147560892777
"1"	"male"	"nose"	"male"	0.674693561403137
"1"	"male"	"nose"	"male"	0.427818680246573
"1"	"female"	"nose"	"female"	0.758461590346407
"1"	"male"	"nose"	"male"	0.346513725790056
"1"	"female"	"nose"	"male"	0.447979089708092
"1"	"female"	"nose"	"female"	0.282966623532549
"1"	"male"	"moustache"	"male"	0.717890173745118
"1"	"male"	"nose"	"female"	0.359105787244155
"1"	"female"	"nose"	"female"	0.411991899205014
"1"	"male"	"moustache"	"male"	0.466847810419543
"1"	"female"	"nose"	"female"	0.544235869414067
"1"	"female"	"moustache"	"male"	0.324607533446767
"1"	"female"	"moustache"	"female"	0.411529246182649
"1"	"female"	"moustache"	"female"	0.400928918532918
"1"	"female"	"moustache"	"male"	0.279085703325521
"1"	"female"	"nose"	"male"	0.488077928277446
"1"	"male"	"moustache"	"male"	0.593877232550192
"1"	"male"	"nose"	"male"	0.679098045179564
"1"	"female"	"nose"	"female"	0.313327502453074
"1"	"male"	"moustache"	"male"	0.339896594753564
"1"	"female"	"nose"	"female"	0.765537173345855
"1"	"male"	"moustache"	"female"	0.239726132728525
"1"	"male"	"moustache"	"female"	0.963346457334625
"1"	"female"	"nose"	"female"	0.49371392389834
"1"	"female"	"moustache"	"female"	0.281010345405388
"1"	"female"	"moustache"	"female"	0.247177060494115
"1"	"male"	"nose"	"male"	0.292571420347493
"1"	"female"	"moustache"	"male"	0.360028774170558
"1"	"male"	"moustache"	"male"	0.893873925496771
"1"	"female"	"nose"	"female"	0.679793679299945
"1"	"female"	"moustache"	"male"	0.456423280102349
"1"	"female"	"moustache"	"male"	0.263932609397285
"1"	"female"	"moustache"	"male"	0.505859350373001
"1"	"female"	"nose"	"female"	0.252199007305535
"1"	"male"	"moustache"	"male"	0.285644580406976
"1"	"female"	"moustache"	"female"	0.414485554561683
"1"	"female"	"moustache"	"male"	0.861935137335482
"1"	"female"	"nose"	"female"	0.302167393172595
"1"	"male"	"moustache"	"female"	0.434842870558802
"1"	"male"	"nose"	"female"	0.291388527921422
"1"	"female"	"nose"	"female"	0.543594867467808
"1"	"male"	"nose"	"male"	0.286277746913399
"1"	"male"	"moustache"	"male"	0.281549565810012
"1"	"female"	"moustache"	"female"	0.337551248870778
"1"	"female"	"moustache"	"female"	0.309409807363269
"1"	"male"	"moustache"	"male"	0.376807879696884
"1"	"female"	"moustache"	"male"	0.312531278949054
"1"	"female"	"nose"	"female"	1.27091603948076
"1"	"male"	"nose"	"male"	1.2667644492955
"1"	"female"	"nose"	"female"	0.456335599609088
"1"	"female"	"nose"	"male"	0.673162299669811
"1"	"male"	"moustache"	"female"	0.295347299813988
"1"	"male"	"nose"	"female"	0.296198865880061
"1"	"female"	"moustache"	"female"	0.486827952475002
"1"	"female"	"moustache"	"male"	0.326191921677869
"1"	"male"	"moustache"	"male"	0.403572495577302
"1"	"male"	"nose"	"female"	0.237196740143259
"1"	"female"	"nose"	"female"	1.27976540018343
"1"	"female"	"nose"	"female"	0.251161350478132
"1"	"female"	"nose"	"female"	0.567893575543393
"1"	"male"	"moustache"	"female"	0.336610919631967
"1"	"female"	"moustache"	"female"	0.404786270485271
"1"	"female"	"moustache"	"male"	0.684097158983221
"1"	"male"	"moustache"	"female"	0.413477115346336
"1"	"female"	"nose"	"female"	0.355080791504309
"2"	"male"	"nose"	"male"	0.561322145498147
"2"	"female"	"moustache"	"female"	0.570782461970031
"2"	"female"	"nose"	"male"	0.581025568896861
"2"	"male"	"nose"	"male"	0.623224269118559
"2"	"male"	"moustache"	"male"	1.04093792888384
"2"	"female"	"nose"	"female"	0.510800080339579
"2"	"female"	"nose"	"female"	1.51102940325061
"2"	"female"	"nose"	"male"	0.585415787581487
"2"	"male"	"moustache"	"female"	0.862255489963106
"2"	"male"	"nose"	"female"	0.744030982003701
"2"	"male"	"nose"	"female"	0.752869715878111
"2"	"male"	"nose"	"male"	0.746926900261297
"2"	"male"	"moustache"	"male"	0.637304406524238
"2"	"female"	"moustache"	"female"	0.486925826572007
"2"	"male"	"moustache"	"female"	0.925637334320486
"2"	"female"	"nose"	"female"	1.34473440138578
"2"	"female"	"nose"	"male"	0.677392361721024
"2"	"female"	"moustache"	"female"	0.5981867563482
"2"	"female"	"nose"	"male"	0.523675214813621
"2"	"female"	"nose"	"female"	0.795419239296665
"2"	"female"	"moustache"	"female"	0.649945302099196
"2"	"female"	"moustache"	"female"	0.550779381351067
"2"	"female"	"nose"	"male"	0.898570905496739
"2"	"male"	"moustache"	"female"	0.559571636366838
"2"	"male"	"moustache"	"female"	1.19817361486585
"2"	"male"	"moustache"	"male"	0.99891165791716
"2"	"female"	"moustache"	"female"	0.512137397108658
"2"	"female"	"nose"	"female"	0.639098843478448
"2"	"male"	"nose"	"male"	0.500802987159266
"2"	"female"	"moustache"	"female"	0.511263440131753
"2"	"male"	"moustache"	"male"	0.49583000237586
"2"	"female"	"nose"	"female"	0.675761089152158
"2"	"male"	"nose"	"male"	0.870749623008979
"2"	"male"	"moustache"	"male"	0.813016063003872
"2"	"female"	"nose"	"female"	0.490187534021077
"2"	"female"	"moustache"	"male"	0.528283225523408
"2"	"male"	"nose"	"male"	0.758819392272523
"2"	"male"	"nose"	"male"	0.817138047698198
"2"	"female"	"nose"	"male"	0.664922254175488
"2"	"female"	"nose"	"female"	0.532592778209588
"2"	"female"	"nose"	"female"	0.791939487574562
"2"	"male"	"nose"	"male"	0.575416070183618
"2"	"male"	"moustache"	"male"	0.602358806854469
"2"	"male"	"nose"	"female"	0.510614968813593
"2"	"male"	"nose"	"female"	0.549050396201101
"2"	"female"	"nose"	"female"	0.620498116895537
"2"	"male"	"moustache"	"male"	0.877001272089249
"2"	"male"	"nose"	"female"	0.698925662811837
"2"	"female"	"moustache"	"female"	0.71849011039675
"2"	"male"	"nose"	"female"	0.570725267336003
"2"	"male"	"moustache"	"male"	0.98320066696166
"2"	"female"	"nose"	"female"	0.480224722746365
"2"	"male"	"moustache"	"male"	0.603038743425433
"2"	"male"	"moustache"	"female"	0.560215595917035
"2"	"male"	"moustache"	"male"	0.510051710921218
"2"	"female"	"moustache"	"male"	0.602132096645206
"2"	"male"	"nose"	"male"	0.678766986921348
"2"	"male"	"nose"	"male"	0.505932633047874
"2"	"male"	"moustache"	"male"	0.873605242674989
"2"	"male"	"nose"	"male"	0.698614069301232
"2"	"female"	"nose"	"female"	0.521450475998724
"2"	"female"	"moustache"	"male"	0.513174945318992
"2"	"female"	"moustache"	"female"	0.476113331337097
"2"	"female"	"nose"	"male"	0.538494723193227
"2"	"male"	"moustache"	"male"	0.657738916441975
"2"	"male"	"moustache"	"female"	0.647392403863525
"2"	"female"	"moustache"	"female"	0.565269689148977
"2"	"male"	"moustache"	"female"	1.43427521871347
"2"	"female"	"nose"	"female"	0.708616848188648
"2"	"female"	"nose"	"female"	0.728545993177295
"2"	"female"	"moustache"	"female"	0.587774459878269
"2"	"male"	"nose"	"male"	1.70419468019632
"2"	"male"	"nose"	"male"	0.82417385831871
"2"	"female"	"moustache"	"male"	0.805707562086966
"2"	"female"	"moustache"	"female"	0.523682136853819
"2"	"male"	"nose"	"female"	0.999946888222437
"2"	"male"	"nose"	"male"	0.527826959001291
"2"	"female"	"moustache"	"female"	0.604391168258083
"2"	"female"	"nose"	"male"	0.537620608543211
"2"	"female"	"moustache"	"female"	0.637060695071703
"2"	"female"	"moustache"	"female"	0.542029726833072
"2"	"female"	"nose"	"female"	0.88550687834722
"2"	"male"	"moustache"	"female"	0.603290418312366
"2"	"male"	"nose"	"male"	1.01054759385731
"2"	"female"	"nose"	"female"	0.929837469516188
"2"	"male"	"nose"	"male"	0.472022034596326
"2"	"male"	"moustache"	"male"	0.603997254325296
